key,issueType,sprint,status,summary,description,storyPoint,priority,watchcount,fixVersions,affectedVersions,assignee,creator,reporter,commentCount,votes,issueLinks,blockedBy,blocks,dependedOnBy,dependedOn,subtasks
USERGRID-613,Bug,133,Closed,So I'm getting responses like the following:com.sun.jersey.api.client.UniformInterfaceException: POST http://localhost:10003/management/token returned a response status of 403 Forbiddenat com.sun.jersey.api.client.WebResource.handle(WebResource.java:688)at com.sun.jersey.api.client.WebResource.access$200(WebResource.java:74)at com.sun.jersey.api.client.WebResource$Builder.post(WebResource.java:570)at org.apache.usergrid.rest.test.resource2point0.endpoints.NamedResource.post(NamedResource.java:192)at org.apache.usergrid.rest.test.resource2point0.AbstractRestIT.getAdminToken(AbstractRestIT.java:167)at org.apache.usergrid.rest.management.OrganizationsIT.testCreateOrgUserAndReturnCorrectUsername(OrganizationsIT.java:332)testCreateDuplicateOrgEmail(org.apache.usergrid.rest.management.OrganizationsIT)  Time elapsed: 0.988 sec  <<< ERROR!com.sun.jersey.api.client.UniformInterfaceException: POST http://localhost:10003/management/token returned a response status of 403 Forbiddenat com.sun.jersey.api.client.WebResource.handle(WebResource.java:688)at com.sun.jersey.api.client.WebResource.access$200(WebResource.java:74)at com.sun.jersey.api.client.WebResource$Builder.post(WebResource.java:570)at org.apache.usergrid.rest.test.resource2point0.endpoints.NamedResource.post(NamedResource.java:192)at org.apache.usergrid.rest.management.OrganizationsIT.testCreateDuplicateOrgEmail(OrganizationsIT.java:172)testOrgPOSTForm(org.apache.usergrid.rest.management.OrganizationsIT)  Time elapsed: 0.819 sec  <<< ERROR!com.sun.jersey.api.client.UniformInterfaceException: POST http://localhost:10003/management/token returned a response status of 403 Forbiddenat com.sun.jersey.api.client.WebResource.handle(WebResource.java:688)at com.sun.jersey.api.client.WebResource.access$200(WebResource.java:74)at com.sun.jersey.api.client.WebResource$Builder.post(WebResource.java:570)at org.apache.usergrid.rest.test.resource2point0.endpoints.NamedResource.post(NamedResource.java:192)at org.apache.usergrid.rest.management.OrganizationsIT.testOrgPOSTForm(OrganizationsIT.java:277)createOrgAndOwner(org.apache.usergrid.rest.management.OrganizationsIT)  Time elapsed: 0.774 sec  <<< ERROR!com.sun.jersey.api.client.UniformInterfaceException: POST http://localhost:10003/management/token returned a response status of 403 Forbiddenat com.sun.jersey.api.client.WebResource.handle(WebResource.java:688)at com.sun.jersey.api.client.WebResource.access$200(WebResource.java:74)at com.sun.jersey.api.client.WebResource$Builder.post(WebResource.java:570)at org.apache.usergrid.rest.test.resource2point0.endpoints.NamedResource.post(NamedResource.java:192)at org.apache.usergrid.rest.management.OrganizationsIT.createOrgAndOwner(OrganizationsIT.java:80)testCreateDuplicateOrgName(org.apache.usergrid.rest.management.OrganizationsIT)  Time elapsed: 0.975 sec  <<< ERROR!com.sun.jersey.api.client.UniformInterfaceException: POST http://localhost:10003/management/token returned a response status of 403 Forbiddenat com.sun.jersey.api.client.WebResource.handle(WebResource.java:688)at com.sun.jersey.api.client.WebResource.access$200(WebResource.java:74)at com.sun.jersey.api.client.WebResource$Builder.post(WebResource.java:570)at org.apache.usergrid.rest.test.resource2point0.endpoints.NamedResource.post(NamedResource.java:192)at org.apache.usergrid.rest.management.OrganizationsIT.testCreateDuplicateOrgName(OrganizationsIT.java:118)So Calls to management/token are failing with 403 errors. I suspect it might be due to the new testing framework but further investigation is needed,the reindex endpoint: http://localhost:8080/system/index/rebuild/a34ad389-b626-11e4-848f-06b49118d7d0/Storelatlonsdoes not work due to case sensitivity.,1,3,3,1,0,George Reyes,Jeffrey West,Jeffrey West,8,0,0,0,0,0,0,0
USERGRID-1069,Story,186,Closed,Soak Testing Scripts,null,1,4,1,1,0,Shawn Feldman,Shawn Feldman,Shawn Feldman,1,0,0,0,0,0,0,0
XD-2268,Story,66,Done,Solve CP issues for the Rabbit MessageBus,As a developer I'd like to have a maintenance branch so that I can commit MINOR release _(ex: 1.0.2)_ code changes instead of committing to MASTER.,5,4,2,1,0,Mark Fisher,Sabby Anandan,Sabby Anandan,1,0,0,0,0,0,0,0
USERGRID-1101,Story,210,Closed,Some container launch failures are mistakenly treated as errors.,Ensure code makes it in to prevent wide rows in unique_values CF due to old versions not getting cleaned up,3,3,2,1,0,null,Jeffrey West,Jeffrey West,1,0,0,0,0,0,0,0
XD-3075,Bug,83,Done,Some streams can't be created using FLO,As part of XD-2958 we've changed the input type of the Kafka sink from String to byte[]. The main reason for the change was that it required an arbitrary and often unneeded (but expensive) conversion to String for the bus payloads. Apply the same change to 1.1 branch.,1,4,1,1,0,Marius Bogoevici,Marius Bogoevici,Marius Bogoevici,0,0,0,0,0,0,0,0
XD-1484,Story,43,Done,Sometimes getting NPE when master step runs for ftphdfs job,null,4,4,1,1,0,Patrick Peralta,Mark Fisher,Mark Fisher,1,0,0,0,0,0,0,0
MESOS-10061,Task,584,Resolved,Sonar build is failing,When using executor domain sockets we need to be able to change permissions on the domain socket to 0600. To do that we should implement a new function `os::chmod()` in stout.,1,3,1,1,0,Benno Evers,Benno Evers,Benno Evers,4,0,0,0,0,0,0,0
XD-1376,Story,41,Done,source jms --- connect to another jms provider,"The XD shell crashes when the following command issued:stream create test --definition ""http | filter --expression=!payload.contains('test') | log""It looks like the JLine ConsoleReader's expandEvents is set to true by default and this causes the issue:Exception in thread ""Spring Shell"" java.lang.IllegalArgumentException: !payload.contains('test') | log"": event not foundat jline.console.ConsoleReader.expandEvents(ConsoleReader.java:734)at jline.console.ConsoleReader.finishBuffer(ConsoleReader.java:604)at jline.console.ConsoleReader.accept(ConsoleReader.java:1912)at jline.console.ConsoleReader.readLine(ConsoleReader.java:2537)at jline.console.ConsoleReader.readLine(ConsoleReader.java:2162)at jline.console.ConsoleReader.readLine(ConsoleReader.java:2150)at org.springframework.shell.core.JLineShell.promptLoop(JLineShell.java:517)at org.springframework.shell.core.JLineShell.run(JLineShell.java:178)at java.lang.Thread.run(Thread.java:722)",2,3,2,1,0,Eric Bottard,Ilayaperumal Gopinathan,Ilayaperumal Gopinathan,2,0,0,0,0,0,0,0
XD-2281,Story,66,Done,Spark Application Job fails when using remote Spark Master,The results from EC2 testing show that once prefetch and message size are set varying the number of producers or consumers independently does not impact the message rate.  The in-house testing numbers need another plan to try an understand some discrepancies. Using 500 prefetch 1000 byte message size run two instances of PerfTest at the same time with each instance referencing a different queue.  Vary the number of consumer and publishers.Test 1 (one producer / one consumer):* -a -u q1 -p -x 1 -y 1 -s 1000 -z 60 -q 500* -a -u q2 -p -x 1 -y 1 -s 1000 -z 60 -q 500Test 2 (one producer / two consumers):* -a -u q1 -p -x 1 -y 2 -s 1000 -z 60 -q 500* -a -u q2 -p -x 1 -y 2 -s 1000 -z 60 -q 500Test 3 (two producers / one consumer):* -a -u q1 -p -x 2 -y 1 -s 1000 -z 120 -q 500* -a -u q2 -p -x 2 -y 1 -s 1000 -z 120 -q 500Test 4 (two producers / two consumers):* -a -u q1 -p -x 2 -y 2 -s 1000 -z 60 -q 500* -a -u q2 -p -x 2 -y 2 -s 1000 -z 60 -q 500,1,4,1,1,0,Chris Schaefer,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-2140,Story,78,Done,Spark streaming integration module fails to initialize codec,"stream create foo --definition ""label: bar | xxxx""stream deploy foo --properties ""module.label.yyy=zzz"" seems to work but it does not. The pre-validation is correct but downstream deployment logic still looks for module.bar (instead of module.label)",3,4,2,2,0,Mark Fisher,Eric Bottard,Eric Bottard,1,0,1,0,0,0,0,0
XD-2107,Story,68,Done,Spark streaming integration with kafka message does not respect offsetStoreTopic config option,Currently the aggregate counter only adds +1 to the individual values even though support is there to add any increment.This ticket is about surfacing a SpEL expression on the message to choose the increment,3,4,2,1,0,Eric Bottard,Eric Bottard,Eric Bottard,1,1,0,0,0,0,0,0
XD-2852,Story,80,Done,Spark streaming module includes logback jar when using dist zip,As a developer I'd like to create a _gpload_ tasklet so I can ingest data from various sources into GPDB in an efficient manner.,5,4,1,1,0,Thomas Risberg,Sabby Anandan,Sabby Anandan,0,0,1,0,0,0,0,0
XD-2884,Story,79,Done,Spark streaming plugin shouldn't need tap listener cache,null,3,4,1,1,0,Eric Bottard,Eric Bottard,Eric Bottard,0,0,0,0,0,0,0,0
XD-2332,Story,68,Done,Spark streaming processor module: Dispatcher has no subscribers,It is easy to get a cron expression wrong. Provide validation of the cron expression on the Schedule Job page using async validation. * Submit the cron expression to the server-side - and validate that the expression is valid.* Send a success message back (we may even send back some meta data ΓÇª e.g. when is the next execution going to take place),5,4,1,1,0,Gunnar Hillert,Gunnar Hillert,Gunnar Hillert,1,0,0,0,0,0,0,0
XD-3216,Bug,102,Done,Speed up iteration speed when developing UI code,https://github.com/spring-projects/spring-xd/issues/1727,2,4,1,1,1,Marius Bogoevici,Marius Bogoevici,Marius Bogoevici,0,0,0,0,0,0,0,0
XD-2282,Story,66,Done,"SpelParseException is thrown when using empty string ("""") inside of an expression",Based on the the results from B-6 select the number of consumer/producers that give a distinct >5% increase in message rate.  Below 5% change in message rate prefer lower consumer/producer count.    Vary the number of PerfTest instances that are run simultaneously and use their own independent queue from 1 until the overall messages/sec on the broker plateaus.   Note the CPU performance using ΓÇÿtopΓÇÖ for the broker and PerfTest processes.Test 1 (2 queues)* -a -u q1 -p -x 1 -y 1 -s 1000 -z 60 -q 500* -a -u q2 -p -x 1 -y 1 -s 1000 -z 60 -q 500Test 2 (3 queues)* -a -u q1 -p -x 1 -y 1 -s 1000 -z 60 -q 500* -a -u q2 -p -x 1 -y 1 -s 1000 -z 60 -q 500* -a -u q3 -p -x 1 -y 1 -s 1000 -z 60 -q 500Test 3 (4 queues)* -a -u q1 -p -x 1 -y 1 -s 1000 -z 60 -q 500* -a -u q2 -p -x 1 -y 1 -s 1000 -z 60 -q 500* -a -u q3 -p -x 1 -y 1 -s 1000 -z 60 -q 500* -a -u q4 -p -x 1 -y 1 -s 1000 -z 60 -q 500Test 4 (5 queues)* -a -u q1 -p -x 1 -y 1 -s 1000 -z 60 -q 500* -a -u q2 -p -x 1 -y 1 -s 1000 -z 60 -q 500* -a -u q3 -p -x 1 -y 1 -s 1000 -z 60 -q 500* -a -u q4 -p -x 1 -y 1 -s 1000 -z 60 -q 500* -a -u q5 -p -x 1 -y 1 -s 1000 -z 60 -q 500etc...,1,4,1,1,0,Chris Schaefer,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
XD-717,Story,19,Done,Spike for job that exports HDFS CSV data to JDBC,"$ ./xd-admin --transport redis$ ./xd-container --transport redis$ ./xd-container --transport redisxd:>stream create --name httpStream --definition ""http | file""Created new stream 'httpStream'xd:>tap create --name httpTap --definition ""tap httpStream | counter""Created and deployed new tap 'httpTap'xd:>http post --target http://localhost:9000 --data ""helloworld""> POST (text/plain;Charset=UTF-8) http://localhost:9000 helloworld> 200 OKxd:>! cat /tmp/xd/output/httpStream.outcommand is:cat /tmp/xd/output/httpStream.outhelloworldxd:>http post --target http://localhost:9000 --data ""helloworld""> POST (text/plain;Charset=UTF-8) http://localhost:9000 helloworld> 200 OKxd:>! cat /tmp/xd/output/httpStream.outcommand is:cat /tmp/xd/output/httpStream.outhelloworldxd:>! cat /tmp/xd/output/httpStream.outcommand is:cat /tmp/xd/output/httpStream.outhelloworldxd:>http post --target http://localhost:9000 --data ""helloworld2""> POST (text/plain;Charset=UTF-8) http://localhost:9000 helloworld2> 200 OKxd:>! cat /tmp/xd/output/httpStream.outcommand is:cat /tmp/xd/output/httpStream.outhelloworldhelloworld2xd:>http post --target http://localhost:9000 --data ""helloworld3""> POST (text/plain;Charset=UTF-8) http://localhost:9000 helloworld3> 200 OKxd:>! cat /tmp/xd/output/httpStream.outcommand is:cat /tmp/xd/output/httpStream.outhelloworldhelloworld2helloworld3xd:>http post --target http://localhost:9000 --data ""helloworld3""> POST (text/plain;Charset=UTF-8) http://localhost:9000 helloworld3> 200 OKxd:>! cat /tmp/xd/output/httpStream.outcommand is:cat /tmp/xd/output/httpStream.outhelloworldhelloworld2helloworld3xd:>! cat /tmp/xd/output/httpStream.outcommand is:cat /tmp/xd/output/httpStream.outhelloworldhelloworld2helloworld3xd:>http post --target http://localhost:9000 --data ""helloworld3""> POST (text/plain;Charset=UTF-8) http://localhost:9000 helloworld3> 200 OKxd:>http post --target http://localhost:9000 --data ""helloworld3""> POST (text/plain;Charset=UTF-8) http://localhost:9000 helloworld3> 200 OKxd:>http post --target http://localhost:9000 --data ""helloworld3""> POST (text/plain;Charset=UTF-8) http://localhost:9000 helloworld3> 200 OKxd:>! cat /tmp/xd/output/httpStream.outcommand is:cat /tmp/xd/output/httpStream.outhelloworldhelloworld2helloworld3xd:>http post --target http://localhost:9000 --data ""helloworld4""> POST (text/plain;Charset=UTF-8) http://localhost:9000 helloworld4> 200 OKxd:>! cat /tmp/xd/output/httpStream.outcommand is:cat /tmp/xd/output/httpStream.outhelloworldhelloworld2helloworld3helloworld4xd:>counter display --name httpTap9xd:>however in the regular shell.$ cat /tmp/xd/output/httpStream.out helloworldhelloworldhelloworld2helloworld3helloworld3helloworld3helloworld3helloworld3helloworld4",2,3,3,1,0,Ilayaperumal Gopinathan,Mark Pollack,Mark Pollack,4,0,0,0,0,0,0,0
XD-722,Story,19,Done,Spike for job that imports data from CSV file to HDFS,This is the other side of launching a job by sending a message.  The Job plugin should add listeners at the job/step level so that the job/step context information can be sent out on a channel.:myjob.notifications is a suggested channel name that would be created automatically.,8,4,1,1,0,Gunnar Hillert,Mark Pollack,Mark Pollack,0,0,0,0,0,0,0,0
