TaskNumber,Summary,Priority,RaisedByID,AssignedToID,AuthorisedByID,StatusCode,ProjectCode,ProjectBreakdownCode,Category,SubCategory,HoursEstimate,HoursActual,DeveloperID,DeveloperHoursActual,TaskPerformance,DeveloperPerformance
2959,Comparator - On Trigger Transfers Indentations Not Copied Successfully,5,13,50,58,FINISHED,PC9,PBC11,Development,Bug,0.7,3.5,50,3.5,-2.8,-2.8
2961,Comparator - A Lot Of Table Index Transfers Fail,2,13,50,58,FINISHED,PC9,PBC11,Development,Bug,7,1.75,50,1.75,5.25,5.25
2968,Should have a list to show which meta and ref tables are checked in Comparator,3,50,50,58,FINISHED,PC9,PBC11,Development,Enhancement,7,1.75,50,1.75,5.25,5.25
2970,Search Control: Bugs when using append mode with LIKE operator,2,26,42,58,FINISHED,PC9,PBC11,Development,Bug,7,3.5,42,3.5,3.5,3.5
2971,Period Close fails on SCM - XXXX,1,52,42,6,FINISHED,PC2,PBC10,Development,Bug,3.5,3.5,42,3.5,0,0
2972,USM Search - The Statistics Search Fields Doubling Up ,2,13,42,6,FINISHED,PC2,PBC53,Development,Bug,0.35,0.35,42,0.35,0,0
2975,USM Reconciliations Dont Work,2,1,1,6,FINISHED,PC2,PBC21,Development,Bug,7,1.4,1,1.4,5.6,5.6
2976,"Triangulation build:Priority of USM, SCM and Risk data",1,26,26,6,RELEASED,PC2,PBC21,Development,Bug,7,7,26,7,0,0
2978,Adding A Valid RI Policy To A USM  Policy In Suspense  Flags Outwards Ref Error,2,13,13,6,COMPLETED,PC2,PBC53,Development,Bug,7,0.5,13,0.5,6.5,6.5
2985,XXXX - Change daily SCM subscription report to render as an Excel file,5,16,1,6,FINISHED,PC2,PBC21,Development,Enhancement,0.7,0.7,1,0.7,0,0
2986,Extend Report For YYY ZZZ,5,16,1,6,FINISHED,PC2,PBC21,Development,Enhancement,10.5,10.5,1,10.5,0,0
2988,Remove YYY from Email Subscriptions,5,29,1,6,FINISHED,PC2,PBC21,Development,Enhancement,0.7,0.7,1,0.7,0,0
2990,XXXX Report,5,1,1,6,FINISHED,PC2,PBC21,Development,Enhancement,7,7,1,7,0,0
2993,Change XXXX Daily SCM Report,5,16,1,6,FINISHED,PC2,PBC21,Development,Enhancement,2.1,1.4,1,1.4,0.7,0.7
3001,"Export is exporting 0's as =""0.00"" in Tech Core",2,46,42,58,FINISHED,PC9,PBC11,Development,Bug,1.75,1.75,42,1.75,0,0
3003,New Figures Book report for XXXX,3,16,1,6,FINISHED,PC2,PBC21,Development,Enhancement,10.5,7,1,7,3.5,3.5
3015,Server Timings,5,1,1,6,FINISHED,PC2,PBC21,Development,Enhancement,7,3.5,1,3.5,3.5,3.5
3017,Investigate Treaty Cession Percentage problems,5,29,1,6,FINISHED,PC17,PBC42,Development,Bug,2.1,2.1,1,2.1,0,0
3018,Investigate Treaty Generation Paid Report Problem,5,29,1,6,FINISHED,PC2,PBC21,Development,Bug,2.1,2.1,1,2.1,0,0
3026,"XXXX Want A New Version OfThe ""Daily Claims Movement Report""",5,1,1,6,FINISHED,PC2,PBC53,Development,Enhancement,7,7,1,7,0,0
3027,XXXX Want A New Figures Book Report To Include Riskcode Breakdowns,5,46,1,6,FINISHED,PC2,PBC53,Development,Enhancement,7,7,1,7,0,0
3030,Need Of Splitting Indicator Required On The Claim/Claim Summary,1,29,13,6,FINISHED,PC2,PBC42,Development,Enhancement,7,0.7,13,0.7,6.3,6.3
3034,Users Request To Add Wildcards In Front And Behind Like Search Criteria,1,45,42,58,FINISHED,PC9,PBC11,Development,Enhancement,7,1.4,42,1.4,5.6,5.6
3035,Risk Conversion for XXXX,2,58,26,6,FINISHED,PC17,PBC73,Development,Enhancement,28,42,26,42,-14,-14
3039,Add 24 hr file name extension to CSV Export,2,16,42,58,FINISHED,PC9,PBC11,Development,Enhancement,1.75,1.4,42,1.4,0.35,0.35
3041,Comparator - Transfering rows form RI_META_FieldAccess fails because of the primary key,5,50,50,58,FINISHED,PC9,PBC11,Development,Bug,7,7,50,7,0,0
3042,Comparator - Transfering a forign key that exists in both servers fails because no Go statement,5,50,50,58,FINISHED,PC9,PBC11,Development,Bug,7,7,50,7,0,0
3043,Comparator - The PseudoKeyColumns problem,4,50,50,58,FINISHED,PC9,PBC11,Development,Bug,7,0.7,50,0.7,6.3,6.3
3056,Comparator - Unique keys are bunched together,2,50,50,58,FINISHED,PC9,PBC11,Development,Bug,7,3.5,50,3.5,3.5,3.5
3057,Comparator - Checks need to be separated out,1,50,50,58,FINISHED,PC9,PBC11,Development,Bug,7,1.75,50,1.75,5.25,5.25
3063,Add GetNextSequenceNumber() helper function to Technical Core,2,58,42,58,FINISHED,PC9,PBC11,Development,Enhancement,3.5,3.5,42,3.5,0,0
3072,Append Mode in Search Control - display problem,5,1,42,58,FINISHED,PC9,PBC11,Development,Bug,7,0.7,42,0.7,6.3,6.3
3078,Search Control Group Control lookup hard to navigate with many rows,5,52,26,58,RELEASED,PC9,PBC11,Development,Enhancement,7,9,26,9,-2,-2
3079,"Update XXXX RI Conversion in light of Spreadsheet, Risk Conversion",2,26,26,6,FINISHED,PC17,PBC73,Development,Enhancement,7,21,26,21,-14,-14
3082,Event Maintenance Window - Form Actions,5,1,42,6,FINISHED,PC2,PBC21,Development,Bug,1.4,3.5,42,3.5,-2.1,-2.1
3084,Enhancement to MFR report,5,1,1,6,FINISHED,PC2,PBC21,Development,Enhancement,3.5,3.5,1,3.5,0,0
3088,Report Request From Claims (XXXX),5,1,1,6,FINISHED,PC2,PBC42,Development,Enhancement,7,7,1,7,0,0
3094,Multiple Database Users Can Only Run SCMS If All Releases Go Live At Same Time,1,13,13,6,RELEASED,PC2,PBC21,Development,Bug,7,7,13,7,0,0
3108,Need To Allow XXXX Live To View RI In Role Users All,1,13,13,6,RELEASED,PC2,PBC75,Development,Bug,0.14,0.14,13,0.14,0,0
3111,The Profit/Loss Graph On The Risk Screen Shows Incorrect Figures and Add ToolTip to Graph,2,48,42,6,RELEASED,PC2,PBC21,Development,Bug,7,5.6,42,5.6,1.4,1.4
3114,XXXX_Test Risk Screen RI Tab counter not working,4,24,42,6,RELEASED,PC2,PBC21,Development,Bug,1.4,0.7,42,0.7,0.7,0.7
3116,Update To Limit CCY Grid Column On RI  Adds In New Limit Row,2,42,42,6,RELEASED,PC2,PBC21,Development,Bug,3.5,1.4,42,1.4,2.1,2.1
3117,XXXX_Test Cannot delete RI Layers,4,24,42,6,RELEASED,PC2,PBC21,Development,Bug,7,0.7,42,0.7,6.3,6.3
3119,SCM Line Grid Shows Child Level Statistics Which Causes SCMS To Break,2,13,13,6,RELEASED,PC2,PBC21,Development,Bug,1.4,1.4,13,1.4,0,0
3123,Lloyd's Leader and Slip Leader to appear on SCM Claim ,1,9,42,6,RELEASED,PC2,PBC53,Development,Enhancement,3.5,4.9,42,4.9,-1.4,-1.4
3124,Outwards Claim Ref Needs To Be Shown On USM Grid ,2,7,13,6,RELEASED,PC2,PBC75,Development,Enhancement,3.5,3.5,13,3.5,0,0
3129,SCM Update And Save Works Once. But Another Update And Save Fails.,1,13,58,6,FINISHED,PC2,PBC21,Development,Bug,3.5,3.5,58,3.5,0,0
3130,Disable UWRCorrection menu if not in roleUWRCorrection,5,13,42,6,FINISHED,PC2,PBC21,Development,Enhancement,1.4,0.7,42,0.7,0.7,0.7
3135,If Not In RoleUsersSCM Only Market Figures Viewable On Movement.,1,13,42,6,FINISHED,PC2,PBC42,Development,Bug,1.4,1.4,42,1.4,0,0
3137,Statistical Control ignoring System Field Names for triangles,5,26,26,6,FINISHED,PC2,PBC21,Development,Bug,0.7,0.7,26,0.7,0,0
3138,Bug in USM Figure Base Warehouse calculation,1,26,26,6,FINISHED,PC2,PBC21,Development,Bug,3.5,3.5,26,3.5,0,0
3145,Export failing on very small numbers,4,16,42,58,FINISHED,PC9,PBC11,Development,Bug,3.5,3.5,42,3.5,0,0
3146,Another enhancement to MFR report,6,1,1,58,FINISHED,PC9,PBC11,Development,Enhancement,7,3.5,1,3.5,3.5,3.5
3150,"Add Tables Ref_Meta_Field_Access, Meta_SpecialProcessingCode To Comparator",2,13,50,58,FINISHED,PC8,PBC40,Development,Enhancement,3.5,1.75,50,1.75,1.75,1.75
3151,Tables Return In Reverse Order On Comparator,2,13,50,58,FINISHED,PC8,PBC40,Development,Enhancement,3.5,1.75,50,1.75,1.75,1.75
3152,Add rounding capability to statistical control,4,6,26,6,RELEASED,PC2,PBC21,Development,Enhancement,7,1.75,26,1.75,5.25,5.25
3154,Add user friendly messages when Validation is running or failed on last attempt,4,13,42,6,FINISHED,PC2,PBC21,Development,Enhancement,7,4.2,42,4.2,2.8,2.8
3155,Triangulation does not display radio buttons when no rows in selected currency,3,26,26,6,COMPLETED,PC2,PBC21,Development,Bug,7,1,26,1,6,6
3156,Add New Line On Risk Needs Field Access SetUp,3,13,13,6,RELEASED,PC2,PBC42,Development,Bug,2.1,1.05,13,1.05,1.05,1.05
3157,XLsior Proportionals Export,2,6,26,6,FINISHED,PC2,PBC21,Development,Enhancement,7,98,26,98,-91,-91
3158,SCM/USM SuperSearch Fails On XXXX Synd As Stats Different To That Of Synd XXXX,3,13,42,6,RELEASED,PC2,PBC42,Development,Bug,3.5,3.5,42,3.5,0,0
3160,Amend SCM/USM Search To Include Like in FIL Code Search,1,7,13,6,FINISHED,PC2,PBC21,Development,Enhancement,0.7,0.7,13,0.7,0,0
3161,Track down memory leak sources in Search Control,1,58,26,6,FINISHED,PC2,PBC21,Development,Bug,7,5.25,26,5.25,1.75,1.75
3162,Low memory warning,5,1,42,58,FINISHED,PC9,PBC11,Development,Enhancement,7,3.5,42,3.5,3.5,3.5
3163,Search for Memory leaks for SCM SearchForm.,6,58,42,6,FINISHED,PC2,PBC21,Development,Enhancement,14,7,42,7,7,7
3164,"In search control, LIKE operator, string needs trimming before wildcards added",3,26,26,6,RELEASED,PC2,PBC21,Development,Bug,0.7,0.7,26,0.7,0,0
3165,Drill down feature for Statistics Control,2,26,26,6,RELEASED,PC2,PBC42,Development,Enhancement,14,17.5,26,17.5,-3.5,-3.5
3166,Wild card adding doesn't work for the Statistical Control's Key field,4,26,26,6,FINISHED,PC2,PBC21,Development,Bug,1.75,0.7,26,0.7,1.05,1.05
3169,On Closing USM Form. Dispose Causing Error On Show Policy Button,1,13,42,58,FINISHED,PC9,PBC11,Development,Bug,7,3.5,42,3.5,3.5,3.5
3170,Correcting UWRef On Linked Line Via Action SuperUser And Saving Causes Error.,1,13,58,6,FINISHED,PC2,PBC21,Development,Bug,7,7,58,7,0,0
3172,XXXX Test Systems Message Load Job Setup,1,13,13,6,FINISHED,PC2,PBC75,Development,Enhancement,2.1,2.1,13,2.1,0,0
3174,Minimum Risk Entry - Save Failed.,1,48,50,6,FINISHED,PC2,PBC21,Development,Bug,3.5,0.7,50,0.7,2.8,2.8
3175,Create Manual Treaty RI Policy,1,48,50,6,FINISHED,PC2,PBC21,Development,Bug,3.5,0.7,50,0.7,2.8,2.8
3176,Maybe Useful To Have Link On Risk History Grid To Open The Other Risk YOA,3,48,42,6,RELEASED,PC2,PBC21,Development,Enhancement,7,4.9,42,4.9,2.1,2.1
3177,Delete RI Policy Causes Error,1,48,50,6,FINISHED,PC2,PBC21,Development,Bug,3.5,0.7,50,0.7,2.8,2.8
3180,Update XXXX Statistics : previous update had errors,1,29,26,6,FINISHED,PC2,PBC42,Development,Bug,7,7,26,7,0,0
3181,Adding and deleteing events on SCM causes system crash.,4,24,42,6,RELEASED,PC2,PBC21,Development,Bug,7,4.2,42,4.2,2.8,2.8
3182,Risk screen cahange recognition - XXXX Testing,4,24,13,6,RELEASED,PC2,PBC21,Development,Bug,3.5,1.4,13,1.4,2.1,2.1
3194,SCM Line Update Of Event Not Showing New Event Information,1,58,58,6,FINISHED,PC2,PBC21,Development,Bug,1.75,1.75,58,1.75,0,0
3196,Reference Table -> Period Close Summary ,1,24,42,6,FINISHED,PC2,PBC21,Development,Bug,3.5,0.7,42,0.7,2.8,2.8
3199,UWR Corrections - Reference Table --> XXXX Testing,5,24,42,6,RELEASED,PC2,PBC21,Development,Bug,7,3.5,42,3.5,3.5,3.5
3202,Event serch crashing - XXXX Testing,1,24,42,6,FINISHED,PC2,PBC21,Development,Bug,7,5.25,42,5.25,1.75,1.75
3203,Repeated searches cause ordering to go wonky,3,26,42,6,RELEASED,PC2,PBC21,Development,Bug,7,0.7,42,0.7,6.3,6.3
3212,XXXX Test Release To Users With All Risk/USM/SCM/RI Data,1,13,13,6,FINISHED,PC2,PBC73,Development,Enhancement,3.5,10.5,24,3.5,-7,NA
3212,XXXX Test Release To Users With All Risk/USM/SCM/RI Data,1,13,13,6,FINISHED,PC2,PBC73,Development,Enhancement,3.5,10.5,13,7,-7,-3.5
3215,Add an additional return column to SCMSuperSearch,4,16,42,6,RELEASED,PC2,PBC21,Development,Enhancement,3.5,2.8,42,2.8,0.7,0.7
3217,Add option for Booked RI in Triangles,4,26,26,6,RELEASED,PC2,PBC21,Development,Enhancement,35,49,26,49,-14,-14
3218,XXXX SCM Split Check Needs To Be Updated To Hold XXXX Specific Issues.,1,16,13,6,FINISHED,PC2,PBC53,Development,Enhancement,7,0.7,13,0.7,6.3,6.3
3219,Claim Movment (C30) report - only showing event coded claims,5,1,1,6,FINISHED,PC2,PBC42,Development,Enhancement,3.5,3.5,1,3.5,0,0
3222,USM Narrative Field Access,3,13,42,6,RELEASED,PC2,PBC21,Development,Bug,1.4,1.4,42,1.4,0,0
3224,Add New Narrative Button Should Be Disabled On Posted USM Transactions,2,13,42,6,RELEASED,PC2,PBC21,Development,Bug,1.4,0.7,42,0.7,0.7,0.7
3225,XXXX Warehouse Build,1,13,24,6,FINISHED,PC2,PBC73,Development,Enhancement,7,20.5,24,15.5,-13.5,-8.5
3225,XXXX Warehouse Build,1,13,24,6,FINISHED,PC2,PBC73,Development,Enhancement,7,20.5,13,5,-13.5,NA
3226,Need To Push Daily Messages To D:ndex\synXXXX,1,13,13,6,FINISHED,PC2,PBC73,Development,Enhancement,7,1.4,13,1.4,5.6,5.6
3232,SP_REF_PERIOD_CLOSE_RI_QUOTASHARE_CALC needs a little work,2,26,26,6,FINISHED,PC2,PBC21,Development,Bug,7,3.5,26,3.5,3.5,3.5
3234,Bug in SCM Search totalling,2,26,26,6,RELEASED,PC2,PBC21,Development,Bug,7,1.51,26,0.75,5.49,6.25
3234,Bug in SCM Search totalling,2,26,26,6,RELEASED,PC2,PBC21,Development,Bug,7,1.51,13,0.76,5.49,NA
3235,Add Bureau Signing Details to Warehouse (from USM and SCM),1,26,26,6,RELEASED,PC2,PBC21,Development,Enhancement,7,7,26,7,0,0
3236,XXXX USM Triangles showing wrong figures,1,16,26,6,FINISHED,PC2,PBC53,Development,Bug,14,14,26,14,0,0
3237,Implement true As-At triangles,2,14,26,6,RELEASED,PC2,PBC21,Development,Enhancement,7,1.75,26,1.75,5.25,5.25
3238,Error in Outstanding Figures in XXXX Triangles -- investigate,1,37,26,6,RELEASED,PC2,PBC53,Development,Bug,14,1.75,26,1.75,12.25,12.25
3239,Implement Accrual (FAC + QS) Net Triangles,5,26,26,6,FINISHED,PC2,PBC21,Development,Enhancement,14,1.4,26,0.7,12.6,13.3
3239,Implement Accrual (FAC + QS) Net Triangles,5,26,26,6,FINISHED,PC2,PBC21,Development,Enhancement,14,1.4,1,0.7,12.6,NA
3240,Implement Final Figure Triangles,5,14,26,6,RELEASED,PC2,PBC21,Development,Enhancement,1.75,1.75,26,1.75,0,0
3241,XLsior Proportional Extract -- basic implementation,1,6,26,6,RELEASED,PC2,PBC21,Development,Enhancement,21,21,26,21,0,0
3242,XLsior Export : shift to Warehouse,3,26,26,6,FINISHED,PC2,PBC21,Development,Enhancement,21,0.7,26,0.7,20.3,20.3
3243,Eliminate Global Temp Tables from Warehouse build,2,37,26,6,RELEASED,PC2,PBC21,Development,Enhancement,10.5,7,26,7,3.5,3.5
3247,SCM Entry: When Changing Movement Reference User Would Like The Current Movement Position Kept,1,29,42,6,RELEASED,PC2,PBC42,Development,Enhancement,14,14,42,14,0,0
3256,Remove leading zero's from Orig LPSO No on USM,3,46,42,6,FINISHED,PC2,PBC21,Development,Enhancement,1.75,0.7,42,0.7,1.05,1.05
3260,New role to control access to warehouse tables,5,1,1,6,FINISHED,PC2,PBC21,Development,Enhancement,1.4,1.4,1,1.4,0,0
3262,Diary Event System - See Notes Attached,2,45,42,6,RELEASED,PC2,PBC42,Development,Enhancement,7,4.2,42,4.2,2.8,2.8
3263,Claims Summary Report (Event) ,5,1,1,6,FINISHED,PC17,PBC10,Development,Bug,7,1.4,1,1.4,5.6,5.6
3264,Add new tab for Effort and create corresponding tables,3,58,42,58,FINISHED,PC11,PBC65,Development,Enhancement,14,7,42,7,7,7
3267,Add Unique IDs to SiP LDEX Table structures,2,26,26,26,FINISHED,PC16,PBC18,Development,Enhancement,35,19.25,26,19.25,15.75,15.75
3268,LPSO Date decoding broken on the SCM,3,26,26,6,FINISHED,PC2,PBC21,Development,Bug,1.75,1.75,26,1.75,0,0
3284,Lloyds Currency Only Triangles,3,14,26,6,FINISHED,PC2,PBC21,Development,Enhancement,10.5,1.75,26,1.75,8.75,8.75
3285,Memory leaks -Exports not releasing memory,2,6,42,6,RELEASED,PC2,PBC21,Development,Bug,7,14.7,42,14.7,-7.7,-7.7
3286,SCM\USM\RISK SuperSearch crashes with XXXX Test,1,42,42,6,RELEASED,PC2,PBC42,Development,Bug,3.5,3.5,42,3.5,0,0
3288,Check Warehouse Syndicate Specific Procedures,1,26,26,6,FINISHED,PC2,PBC21,Development,Enhancement,14,5.25,26,5.25,8.75,8.75
3290,UW Ref Correction Screen - Update Not Working Correctly,2,1,1,6,RELEASED,PC2,PBC21,Development,Bug,7,0.14,42,0.07,6.86,NA
3290,UW Ref Correction Screen - Update Not Working Correctly,2,1,1,6,RELEASED,PC2,PBC21,Development,Bug,7,0.14,1,0.07,6.86,6.93
3292,Field access problems on controls that are hidden behind tabs,3,13,42,58,FINISHED,PC11,PBC65,Development,Bug,0.7,0.7,42,0.7,0,0
3293,SCM Search - HasReserveAdjustments Search Fails,2,13,42,6,FINISHED,PC2,PBC21,Development,Bug,7,3.5,42,3.5,3.5,3.5
3297,Finish off XXXX RI Conversion,2,26,26,6,FINISHED,PC17,PBC73,Development,Bug,3.5,8.75,26,8.75,-5.25,-5.25
3299,XXXX USM Split values,4,24,42,6,RELEASED,PC2,PBC21,Development,Enhancement,7,5.25,42,5.25,1.75,1.75
3300,Remove SiP Specific Security Procedures from Reporting Services,3,26,26,58,FINISHED,PC9,PBC11,Development,Enhancement,1.75,0.7,26,0.7,1.05,1.05
3303,Endorsements Field Access missing in XXXX Test Database in HQ2,2,16,42,6,RELEASED,PC2,PBC53,Development,Enhancement,0.7,0.35,42,0.35,0.35,0.35
3305,USM Split Columns,4,24,42,6,RELEASED,PC2,PBC21,Development,Bug,3.5,2.1,42,2.1,1.4,1.4
3306,Proportional Accruals for Figures Book,1,14,26,6,RELEASED,PC2,PBC21,Development,Enhancement,14,5.25,26,5.25,8.75,8.75
3307,"Diary Events, double clicking grid doesn't open associated form.",3,42,42,58,FINISHED,PC9,PBC11,Development,Bug,3.5,9.1,42,9.1,-5.6,-5.6
3311,Diary Event timer still ticking when the Diary Event pop up is displayed,4,42,42,6,RELEASED,PC2,PBC21,Development,Bug,3.5,0.7,42,0.7,2.8,2.8
3313,Diary Event Tasks - See Notes,2,13,42,6,RELEASED,PC2,PBC21,Development,Bug,7,7,42,7,0,0
3314,SCM Not Filtering RI Policies Attached Properly,1,29,13,6,FINISHED,PC2,PBC21,Development,Bug,7,3.5,13,3.5,3.5,3.5
3319,Link Non-Fac RI,1,26,26,6,FINISHED,PC17,PBC73,Development,Enhancement,7,5.25,26,5.25,1.75,1.75
3320,Some columns sometimes missing in Porportional Export,2,16,26,6,FINISHED,PC2,PBC21,Development,Bug,3.5,3.5,26,3.5,0,0
3321,Period Close Testing For Disaster Recovery Setup.,1,6,13,6,FINISHED,PC2,PBC21,Development,Enhancement,1.4,1.4,13,1.4,0,0
3322,Exit Application Dialog Box Not Showing In Release Code,1,13,42,6,RELEASED,PC2,PBC21,Development,Bug,1.75,0.7,42,0.7,1.05,1.05
3323,Add auditing to REF_UWReferenceCorrection.,6,42,42,6,RELEASED,PC2,PBC21,Development,Enhancement,3.5,4.9,42,4.9,-1.4,-1.4
3324,XXXX Live - Mark Fac Indicator True For SCM Linked To Fac RI,1,52,13,6,FINISHED,PC2,PBC10,Development,Bug,3.5,3.5,13,3.5,0,0
3325,Risk not opening.,4,13,42,6,RELEASED,PC2,PBC21,Development,Bug,1.75,1.4,42,1.4,0.35,0.35
3326,When Resizing Columns On Grids Data Auto Sorts Itself,1,52,42,6,RELEASED,PC2,PBC21,Development,Bug,7,2.8,42,2.8,4.2,4.2
3327,Columns Not AutoResizing On Lower Resolution User Monitors,2,13,42,6,RELEASED,PC2,PBC21,Development,Bug,3.5,0.7,42,0.7,2.8,2.8
3328,Synchronize Reference Tables,2,26,26,26,FINISHED,PC16,PBC18,Development,Enhancement,10.5,8.75,26,8.75,1.75,1.75
3329,Memory Leak's on Event Search and Entry Screen,3,42,42,6,RELEASED,PC2,PBC21,Development,Bug,10.5,10.5,42,10.5,0,0
3330,Update Figures Book procedures to take account of new joint currencies,2,26,26,6,FINISHED,PC2,PBC21,Development,Enhancement,7,5.25,26,5.25,1.75,1.75
3331,SCM RI to be filtered per Line,1,29,26,6,RELEASED,PC2,PBC21,Development,Bug,7,5.25,26,5.25,1.75,1.75
3332,Reports Figures Books failing to find Key Groups,2,26,26,6,FINISHED,PC2,PBC21,Development,Bug,7,0.7,26,0.7,6.3,6.3
3334,Add Audit tab to UWR Corrections,4,42,42,6,RELEASED,PC2,PBC21,Development,Enhancement,3.5,4.9,42,4.9,-1.4,-1.4
3338,XXXX Test Xlsior Export Needs To Tie To Correct XXXX Statistical Reference,1,7,26,6,FINISHED,PC2,PBC75,Development,Bug,7,0.7,26,0.7,6.3,6.3
3339,Recent Warehouse changes have broken Risk History,2,26,26,6,FINISHED,PC2,PBC21,Development,Bug,7,0.7,26,0.7,6.3,6.3
3341,Include Descriptions For Qual Cat On USM. See Attached Document For Codes.,2,7,42,6,FINISHED,PC2,PBC21,Development,Enhancement,3.5,2.1,42,2.1,1.4,1.4
3342,Add descriptions to SCM search fields,3,42,42,6,FINISHED,PC2,PBC21,Development,Enhancement,1.75,1.75,42,1.75,0,0
3344,Fix column widths in XXXX XLsior Export,1,7,26,6,RELEASED,PC2,PBC75,Development,Bug,0.7,0.7,26,0.7,0,0
3345,Update table list in Comparator,2,26,26,58,FINISHED,PC8,PBC40,Development,Enhancement,10.5,5.95,26,5.95,4.55,4.55
3347,Conversion Script for Synd XXXX,2,26,26,26,COMPLETED,PC16,PBC38,Development,Enhancement,14,23,26,23,-9,-9
3348,Conversion Script for Synd XXXX,2,26,26,26,FINISHED,PC16,PBC38,Development,Enhancement,7,5,26,5,2,2
3349,Conversion Script for Synd XXXX,2,26,26,26,FINISHED,PC16,PBC38,Development,Enhancement,7,19,26,19,-12,-12
3350,Conversion Script for XXXX,2,26,26,26,COMPLETED,PC16,PBC38,Development,Enhancement,14,7.5,26,7.5,6.5,6.5
3354,Some figures doubled in XXXX Figures Books -- investigate and fix,1,14,26,6,RELEASED,PC2,PBC42,Development,Bug,7,7,26,7,0,0
3355,Need to be able to choose Figures Books and Triangle exchange rates,3,14,26,6,RELEASED,PC2,PBC21,Development,Enhancement,7,7,26,7,0,0
3356,SiP Format Figures Book: rows out of order,3,14,26,6,RELEASED,PC2,PBC21,Development,Bug,7,1.75,26,1.75,5.25,5.25
3367,RI Cascade Amounts Forward Not Working,1,29,42,6,RELEASED,PC2,PBC21,Development,Bug,7,11.9,42,7,-4.9,0
3367,RI Cascade Amounts Forward Not Working,1,29,42,6,RELEASED,PC2,PBC21,Development,Bug,7,11.9,58,4.9,-4.9,NA
3375,Risk search new ROE column in SCM tab,4,24,42,6,RELEASED,PC2,PBC21,Development,Enhancement,7,3.5,42,3.5,3.5,3.5
3384,SCM Form sometimes crashes SCMS when moving between movements/AsAt dates,3,26,42,6,RELEASED,PC2,PBC21,Development,Bug,7,2.1,42,2.1,4.9,4.9
3385,XLsior Proportional Download should take account of broker orders,3,26,26,6,RELEASED,PC2,PBC21,Development,Bug,1.75,3.5,26,3.5,-1.75,-1.75
3391,Mouse Down event sometimes not firing after mouse up event,3,42,42,58,FINISHED,PC9,PBC11,Development,Bug,3.5,1.4,42,1.4,2.1,2.1
